z [nm]	Overall	L		1	2	3	4		M		1	2	3	4	5	6	7	8	9		H		1	2	3	4		Solvent
2.71E+01	7.57E-05	9.45E-14	[	2.42E-40	8.26E-28	7.71E-17	9.44E-14	]	9.39E-06	[	2.88E-55	3.74E-31	3.33E-12	2.43E-10	1.70E-07	1.30E-06	1.72E-06	3.14E-06	3.07E-06	]	6.63E-05	[	8.23E-51	9.07E-29	1.09E-07	6.62E-05	]	1.00E+00
2.72E+01	7.10E-05	7.35E-14	[	1.18E-40	4.84E-28	5.57E-17	7.34E-14	]	8.65E-06	[	1.17E-55	2.04E-31	2.60E-12	1.99E-10	1.50E-07	1.17E-06	1.57E-06	2.90E-06	2.85E-06	]	6.24E-05	[	3.52E-51	5.26E-29	9.62E-08	6.23E-05	]	1.00E+00
2.73E+01	6.66E-05	5.71E-14	[	5.70E-41	2.83E-28	4.02E-17	5.70E-14	]	7.96E-06	[	4.75E-56	1.11E-31	2.03E-12	1.63E-10	1.32E-07	1.06E-06	1.44E-06	2.68E-06	2.65E-06	]	5.86E-05	[	1.50E-51	3.04E-29	8.49E-08	5.86E-05	]	1.00E+00
2.74E+01	6.24E-05	4.43E-14	[	2.76E-41	1.65E-28	2.90E-17	4.42E-14	]	7.32E-06	[	1.92E-56	6.01E-32	1.58E-12	1.33E-10	1.17E-07	9.62E-07	1.32E-06	2.47E-06	2.46E-06	]	5.51E-05	[	6.40E-52	1.75E-29	7.48E-08	5.50E-05	]	1.00E+00
2.75E+01	5.85E-05	3.43E-14	[	1.33E-41	9.64E-29	2.09E-17	3.43E-14	]	6.74E-06	[	7.79E-57	3.26E-32	1.23E-12	1.09E-10	1.03E-07	8.70E-07	1.21E-06	2.28E-06	2.28E-06	]	5.18E-05	[	2.72E-52	1.01E-29	6.59E-08	5.17E-05	]	1.00E+00
2.77E+01	5.49E-05	2.65E-14	[	6.42E-42	5.60E-29	1.50E-17	2.65E-14	]	6.19E-06	[	3.15E-57	1.76E-32	9.54E-13	8.85E-11	9.04E-08	7.86E-07	1.10E-06	2.10E-06	2.11E-06	]	4.87E-05	[	1.16E-52	5.81E-30	5.80E-08	4.86E-05	]	1.00E+00
2.78E+01	5.14E-05	2.05E-14	[	3.09E-42	3.25E-29	1.08E-17	2.05E-14	]	5.69E-06	[	1.27E-57	9.49E-33	7.40E-13	7.20E-11	7.95E-08	7.10E-07	1.01E-06	1.94E-06	1.96E-06	]	4.57E-05	[	4.91E-53	3.33E-30	5.11E-08	4.57E-05	]	1.00E+00
2.79E+01	4.81E-05	1.58E-14	[	1.49E-42	1.89E-29	7.71E-18	1.58E-14	]	5.23E-06	[	5.12E-58	5.11E-33	5.74E-13	5.86E-11	6.99E-08	6.41E-07	9.23E-07	1.78E-06	1.81E-06	]	4.29E-05	[	2.08E-53	1.91E-30	4.49E-08	4.29E-05	]	1.00E+00
2.80E+01	4.51E-05	1.22E-14	[	7.13E-43	1.09E-29	5.52E-18	1.22E-14	]	4.80E-06	[	2.06E-58	2.75E-33	4.44E-13	4.76E-11	6.14E-08	5.78E-07	8.43E-07	1.64E-06	1.68E-06	]	4.03E-05	[	8.81E-54	1.09E-30	3.95E-08	4.02E-05	]	1.00E+00
2.81E+01	4.22E-05	9.37E-15	[	3.41E-43	6.30E-30	3.94E-18	9.36E-15	]	4.41E-06	[	8.29E-59	1.47E-33	3.43E-13	3.86E-11	5.39E-08	5.21E-07	7.69E-07	1.51E-06	1.55E-06	]	3.78E-05	[	3.72E-54	6.23E-31	3.47E-08	3.78E-05	]	1.00E+00
2.82E+01	3.95E-05	7.20E-15	[	1.63E-43	3.63E-30	2.81E-18	7.20E-15	]	4.04E-06	[	3.33E-59	7.89E-34	2.65E-13	3.13E-11	4.72E-08	4.70E-07	7.02E-07	1.39E-06	1.44E-06	]	3.55E-05	[	1.57E-54	3.55E-31	3.05E-08	3.54E-05	]	1.00E+00
2.83E+01	3.70E-05	5.53E-15	[	7.78E-44	2.09E-30	2.00E-18	5.52E-15	]	3.71E-06	[	1.33E-59	4.22E-34	2.04E-13	2.54E-11	4.14E-08	4.23E-07	6.40E-07	1.28E-06	1.33E-06	]	3.33E-05	[	6.62E-55	2.02E-31	2.67E-08	3.33E-05	]	1.00E+00
2.85E+01	3.46E-05	4.24E-15	[	3.70E-44	1.20E-30	1.42E-18	4.23E-15	]	3.40E-06	[	5.35E-60	2.25E-34	1.57E-13	2.05E-11	3.63E-08	3.81E-07	5.84E-07	1.17E-06	1.23E-06	]	3.12E-05	[	2.79E-55	1.14E-31	2.35E-08	3.12E-05	]	1.00E+00
2.86E+01	3.24E-05	3.24E-15	[	1.76E-44	6.88E-31	1.01E-18	3.24E-15	]	3.12E-06	[	2.14E-60	1.20E-34	1.21E-13	1.66E-11	3.17E-08	3.43E-07	5.32E-07	1.08E-06	1.13E-06	]	2.93E-05	[	1.17E-55	6.48E-32	2.06E-08	2.92E-05	]	1.00E+00
2.87E+01	3.03E-05	2.48E-15	[	8.36E-45	3.94E-31	7.17E-19	2.48E-15	]	2.86E-06	[	8.55E-61	6.36E-35	9.31E-14	1.34E-11	2.78E-08	3.08E-07	4.84E-07	9.88E-07	1.05E-06	]	2.74E-05	[	4.91E-56	3.66E-32	1.80E-08	2.74E-05	]	1.00E+00
2.88E+01	2.83E-05	1.89E-15	[	3.96E-45	2.25E-31	5.08E-19	1.89E-15	]	2.62E-06	[	3.41E-61	3.38E-35	7.14E-14	1.08E-11	2.43E-08	2.77E-07	4.41E-07	9.07E-07	9.66E-07	]	2.57E-05	[	2.06E-56	2.07E-32	1.58E-08	2.57E-05	]	1.00E+00
2.89E+01	2.65E-05	1.44E-15	[	1.87E-45	1.28E-31	3.59E-19	1.44E-15	]	2.39E-06	[	1.36E-61	1.79E-35	5.48E-14	8.69E-12	2.12E-08	2.49E-07	4.01E-07	8.32E-07	8.91E-07	]	2.41E-05	[	8.62E-57	1.17E-32	1.38E-08	2.41E-05	]	1.00E+00
2.90E+01	2.47E-05	1.10E-15	[	8.85E-46	7.30E-32	2.54E-19	1.10E-15	]	2.19E-06	[	5.41E-62	9.45E-36	4.19E-14	6.99E-12	1.85E-08	2.24E-07	3.64E-07	7.62E-07	8.22E-07	]	2.26E-05	[	3.60E-57	6.55E-33	1.21E-08	2.25E-05	]	1.00E+00
2.91E+01	2.31E-05	8.37E-16	[	4.17E-46	4.15E-32	1.79E-19	8.37E-16	]	2.00E-06	[	2.15E-62	4.99E-36	3.21E-14	5.62E-12	1.61E-08	2.01E-07	3.31E-07	6.98E-07	7.57E-07	]	2.11E-05	[	1.50E-57	3.68E-33	1.06E-08	2.11E-05	]	1.00E+00
2.92E+01	2.16E-05	6.36E-16	[	1.96E-46	2.35E-32	1.26E-19	6.36E-16	]	1.83E-06	[	8.55E-63	2.63E-36	2.45E-14	4.51E-12	1.41E-08	1.80E-07	3.01E-07	6.40E-07	6.98E-07	]	1.98E-05	[	6.27E-58	2.06E-33	9.23E-09	1.98E-05	]	1.00E+00
2.94E+01	2.02E-05	4.83E-16	[	9.22E-47	1.33E-32	8.85E-20	4.82E-16	]	1.67E-06	[	3.39E-63	1.38E-36	1.87E-14	3.62E-12	1.22E-08	1.61E-07	2.73E-07	5.86E-07	6.42E-07	]	1.85E-05	[	2.61E-58	1.15E-33	8.06E-09	1.85E-05	]	1.00E+00
2.95E+01	1.88E-05	3.66E-16	[	4.33E-47	7.54E-33	6.22E-20	3.66E-16	]	1.53E-06	[	1.34E-63	7.25E-37	1.42E-14	2.90E-12	1.07E-08	1.44E-07	2.48E-07	5.36E-07	5.91E-07	]	1.73E-05	[	1.09E-58	6.44E-34	7.04E-09	1.73E-05	]	1.00E+00
2.96E+01	1.76E-05	2.77E-16	[	2.03E-47	4.25E-33	4.36E-20	2.77E-16	]	1.40E-06	[	5.32E-64	3.80E-37	1.08E-14	2.32E-12	9.27E-09	1.29E-07	2.25E-07	4.90E-07	5.44E-07	]	1.62E-05	[	4.51E-59	3.59E-34	6.14E-09	1.62E-05	]	1.00E+00
2.97E+01	1.64E-05	2.09E-16	[	9.47E-48	2.40E-33	3.05E-20	2.09E-16	]	1.28E-06	[	2.10E-64	1.99E-37	8.24E-15	1.86E-12	8.06E-09	1.16E-07	2.04E-07	4.48E-07	5.00E-07	]	1.51E-05	[	1.87E-59	2.00E-34	5.35E-09	1.51E-05	]	1.00E+00
2.98E+01	1.53E-05	1.58E-16	[	4.42E-48	1.35E-33	2.13E-20	1.58E-16	]	1.16E-06	[	8.31E-65	1.04E-37	6.25E-15	1.48E-12	7.00E-09	1.03E-07	1.85E-07	4.09E-07	4.60E-07	]	1.42E-05	[	7.75E-60	1.11E-34	4.67E-09	1.42E-05	]	1.00E+00
2.99E+01	1.43E-05	1.19E-16	[	2.06E-48	7.57E-34	1.49E-20	1.19E-16	]	1.06E-06	[	3.28E-65	5.41E-38	4.74E-15	1.18E-12	6.07E-09	9.24E-08	1.67E-07	3.74E-07	4.22E-07	]	1.32E-05	[	3.21E-60	6.15E-35	4.06E-09	1.32E-05	]	1.00E+00
3.00E+01	1.33E-05	8.97E-17	[	9.59E-49	4.24E-34	1.04E-20	8.97E-17	]	9.68E-07	[	1.29E-65	2.81E-38	3.59E-15	9.43E-13	5.27E-09	8.26E-08	1.51E-07	3.41E-07	3.88E-07	]	1.24E-05	[	1.33E-60	3.40E-35	3.54E-09	1.24E-05	]	1.00E+00
3.02E+01	1.24E-05	6.75E-17	[	4.45E-49	2.37E-34	7.23E-21	6.75E-17	]	8.82E-07	[	5.08E-66	1.46E-38	2.72E-15	7.51E-13	4.57E-09	7.37E-08	1.37E-07	3.11E-07	3.56E-07	]	1.16E-05	[	5.47E-61	1.88E-35	3.08E-09	1.15E-05	]	1.00E+00
3.03E+01	1.16E-05	5.07E-17	[	2.07E-49	1.33E-34	5.02E-21	5.07E-17	]	8.04E-07	[	2.00E-66	7.58E-39	2.05E-15	5.97E-13	3.96E-09	6.58E-08	1.24E-07	2.84E-07	3.27E-07	]	1.08E-05	[	2.26E-61	1.04E-35	2.68E-09	1.08E-05	]	1.00E+00
3.04E+01	1.08E-05	3.81E-17	[	9.57E-50	7.40E-35	3.49E-21	3.81E-17	]	7.32E-07	[	7.85E-67	3.92E-39	1.55E-15	4.75E-13	3.43E-09	5.86E-08	1.12E-07	2.59E-07	3.00E-07	]	1.01E-05	[	9.29E-62	5.71E-36	2.33E-09	1.01E-05	]	1.00E+00
3.05E+01	1.01E-05	2.85E-17	[	4.42E-50	4.12E-35	2.42E-21	2.85E-17	]	6.67E-07	[	3.08E-67	2.03E-39	1.17E-15	3.77E-13	2.96E-09	5.23E-08	1.01E-07	2.36E-07	2.75E-07	]	9.40E-06	[	3.82E-62	3.14E-36	2.02E-09	9.40E-06	]	1.00E+00
3.06E+01	9.38E-06	2.14E-17	[	2.04E-50	2.29E-35	1.67E-21	2.13E-17	]	6.07E-07	[	1.21E-67	1.05E-39	8.80E-16	2.99E-13	2.56E-09	4.66E-08	9.12E-08	2.15E-07	2.52E-07	]	8.77E-06	[	1.57E-62	1.72E-36	1.75E-09	8.77E-06	]	1.00E+00
3.07E+01	8.74E-06	1.60E-17	[	9.41E-51	1.27E-35	1.16E-21	1.60E-17	]	5.52E-07	[	4.72E-68	5.38E-40	6.62E-16	2.37E-13	2.21E-09	4.14E-08	8.23E-08	1.95E-07	2.31E-07	]	8.19E-06	[	6.44E-63	9.42E-37	1.52E-09	8.18E-06	]	1.00E+00
3.08E+01	8.14E-06	1.19E-17	[	4.33E-51	7.04E-36	7.98E-22	1.19E-17	]	5.02E-07	[	1.85E-68	2.77E-40	4.97E-16	1.87E-13	1.91E-09	3.69E-08	7.42E-08	1.78E-07	2.11E-07	]	7.64E-06	[	2.64E-63	5.15E-37	1.32E-09	7.63E-06	]	1.00E+00
3.09E+01	7.58E-06	8.89E-18	[	1.99E-51	3.89E-36	5.50E-22	8.89E-18	]	4.56E-07	[	7.21E-69	1.42E-40	3.73E-16	1.48E-13	1.65E-09	3.28E-08	6.69E-08	1.62E-07	1.93E-07	]	7.12E-06	[	1.08E-63	2.81E-37	1.14E-09	7.12E-06	]	1.00E+00
3.11E+01	7.05E-06	6.62E-18	[	9.14E-52	2.15E-36	3.79E-22	6.62E-18	]	4.14E-07	[	2.81E-69	7.28E-41	2.80E-16	1.17E-13	1.42E-09	2.91E-08	6.02E-08	1.47E-07	1.77E-07	]	6.64E-06	[	4.41E-64	1.53E-37	9.90E-10	6.64E-06	]	1.00E+00
3.12E+01	6.56E-06	4.93E-18	[	4.19E-52	1.19E-36	2.60E-22	4.93E-18	]	3.76E-07	[	1.10E-69	3.73E-41	2.09E-16	9.22E-14	1.22E-09	2.59E-08	5.42E-08	1.34E-07	1.61E-07	]	6.19E-06	[	1.80E-64	8.34E-38	8.57E-10	6.18E-06	]	1.00E+00
3.13E+01	6.10E-06	3.66E-18	[	1.91E-52	6.52E-37	1.79E-22	3.66E-18	]	3.42E-07	[	4.27E-70	1.90E-41	1.57E-16	7.27E-14	1.05E-09	2.30E-08	4.88E-08	1.21E-07	1.48E-07	]	5.76E-06	[	7.34E-65	4.53E-38	7.42E-10	5.76E-06	]	1.00E+00
3.14E+01	5.68E-06	2.72E-18	[	8.74E-53	3.58E-37	1.23E-22	2.72E-18	]	3.10E-07	[	1.66E-70	9.70E-42	1.17E-16	5.72E-14	9.06E-10	2.04E-08	4.39E-08	1.10E-07	1.35E-07	]	5.37E-06	[	2.99E-65	2.46E-38	6.41E-10	5.37E-06	]	1.00E+00
3.15E+01	5.28E-06	2.01E-18	[	3.99E-53	1.97E-37	8.39E-23	2.01E-18	]	2.81E-07	[	6.46E-71	4.94E-42	8.72E-17	4.50E-14	7.79E-10	1.81E-08	3.95E-08	9.99E-08	1.23E-07	]	5.00E-06	[	1.22E-65	1.33E-38	5.54E-10	5.00E-06	]	1.00E+00
3.16E+01	4.91E-06	1.49E-18	[	1.82E-53	1.08E-37	5.74E-23	1.49E-18	]	2.55E-07	[	2.51E-71	2.51E-42	6.50E-17	3.54E-14	6.69E-10	1.60E-08	3.55E-08	9.06E-08	1.12E-07	]	4.65E-06	[	4.95E-66	7.18E-39	4.79E-10	4.65E-06	]	1.00E+00
3.17E+01	4.56E-06	1.10E-18	[	8.26E-54	5.89E-38	3.92E-23	1.10E-18	]	2.31E-07	[	9.73E-72	1.27E-42	4.84E-17	2.78E-14	5.75E-10	1.42E-08	3.19E-08	8.21E-08	1.02E-07	]	4.33E-06	[	2.01E-66	3.88E-39	4.13E-10	4.33E-06	]	1.00E+00
3.19E+01	4.24E-06	8.14E-19	[	3.75E-54	3.21E-38	2.67E-23	8.14E-19	]	2.09E-07	[	3.77E-72	6.46E-43	3.60E-17	2.18E-14	4.93E-10	1.26E-08	2.86E-08	7.44E-08	9.35E-08	]	4.03E-06	[	8.14E-67	2.09E-39	3.56E-10	4.03E-06	]	1.00E+00
3.20E+01	3.94E-06	6.00E-19	[	1.70E-54	1.75E-38	1.82E-23	6.00E-19	]	1.90E-07	[	1.46E-72	3.27E-43	2.67E-17	1.71E-14	4.23E-10	1.11E-08	2.57E-08	6.74E-08	8.52E-08	]	3.75E-06	[	3.30E-67	1.12E-39	3.07E-10	3.75E-06	]	1.00E+00
3.21E+01	3.66E-06	4.42E-19	[	7.70E-55	9.54E-39	1.24E-23	4.42E-19	]	1.72E-07	[	5.64E-73	1.65E-43	1.98E-17	1.33E-14	3.62E-10	9.82E-09	2.30E-08	6.10E-08	7.76E-08	]	3.49E-06	[	1.33E-67	6.03E-40	2.65E-10	3.49E-06	]	1.00E+00
3.22E+01	3.40E-06	3.26E-19	[	3.48E-55	5.18E-39	8.40E-24	3.26E-19	]	1.55E-07	[	2.18E-73	8.32E-44	1.47E-17	1.04E-14	3.10E-10	8.67E-09	2.06E-08	5.52E-08	7.07E-08	]	3.24E-06	[	5.39E-68	3.23E-40	2.28E-10	3.24E-06	]	1.00E+00
3.23E+01	3.15E-06	2.39E-19	[	1.57E-55	2.81E-39	5.69E-24	2.39E-19	]	1.41E-07	[	8.42E-74	4.19E-44	1.09E-17	8.15E-15	2.65E-10	7.66E-09	1.85E-08	4.99E-08	6.43E-08	]	3.01E-06	[	2.18E-68	1.73E-40	1.96E-10	3.01E-06	]	1.00E+00
3.24E+01	2.93E-06	1.76E-19	[	7.09E-56	1.52E-39	3.86E-24	1.76E-19	]	1.27E-07	[	3.25E-74	2.10E-44	8.03E-18	6.36E-15	2.27E-10	6.76E-09	1.65E-08	4.51E-08	5.85E-08	]	2.80E-06	[	8.77E-69	9.23E-41	1.69E-10	2.80E-06	]	1.00E+00
3.25E+01	2.72E-06	1.29E-19	[	3.19E-56	8.23E-40	2.61E-24	1.29E-19	]	1.15E-07	[	1.25E-74	1.06E-44	5.92E-18	4.95E-15	1.94E-10	5.96E-09	1.48E-08	4.07E-08	5.32E-08	]	2.60E-06	[	3.53E-69	4.92E-41	1.45E-10	2.60E-06	]	1.00E+00
3.26E+01	2.52E-06	9.43E-20	[	1.43E-56	4.45E-40	1.76E-24	9.43E-20	]	1.04E-07	[	4.81E-75	5.29E-45	4.37E-18	3.86E-15	1.65E-10	5.26E-09	1.32E-08	3.68E-08	4.84E-08	]	2.42E-06	[	1.42E-69	2.62E-41	1.25E-10	2.42E-06	]	1.00E+00
3.28E+01	2.34E-06	6.90E-20	[	6.44E-57	2.40E-40	1.19E-24	6.90E-20	]	9.38E-08	[	1.85E-75	2.65E-45	3.22E-18	3.00E-15	1.41E-10	4.63E-09	1.18E-08	3.32E-08	4.40E-08	]	2.24E-06	[	5.71E-70	1.39E-41	1.07E-10	2.24E-06	]	1.00E+00
3.29E+01	2.17E-06	5.04E-20	[	2.89E-57	1.29E-40	8.00E-25	5.04E-20	]	8.47E-08	[	7.11E-76	1.32E-45	2.37E-18	2.33E-15	1.20E-10	4.08E-09	1.06E-08	3.00E-08	3.99E-08	]	2.08E-06	[	2.29E-70	7.40E-42	9.20E-11	2.08E-06	]	1.00E+00
3.30E+01	2.01E-06	3.68E-20	[	1.29E-57	6.93E-41	5.38E-25	3.68E-20	]	7.64E-08	[	2.73E-76	6.59E-46	1.74E-18	1.81E-15	1.02E-10	3.59E-09	9.43E-09	2.70E-08	3.63E-08	]	1.93E-06	[	9.20E-71	3.92E-42	7.90E-11	1.93E-06	]	1.00E+00
3.31E+01	1.86E-06	2.68E-20	[	5.78E-58	3.72E-41	3.62E-25	2.68E-20	]	6.89E-08	[	1.05E-76	3.28E-46	1.28E-18	1.40E-15	8.72E-11	3.16E-09	8.42E-09	2.43E-08	3.29E-08	]	1.79E-06	[	3.69E-71	2.07E-42	6.77E-11	1.79E-06	]	1.00E+00
3.32E+01	1.72E-06	1.95E-20	[	2.58E-58	1.99E-41	2.43E-25	1.95E-20	]	6.21E-08	[	4.01E-77	1.63E-46	9.37E-19	1.09E-15	7.42E-11	2.78E-09	7.51E-09	2.19E-08	2.98E-08	]	1.66E-06	[	1.47E-71	1.10E-42	5.80E-11	1.66E-06	]	1.00E+00
3.33E+01	1.60E-06	1.42E-20	[	1.15E-58	1.07E-41	1.63E-25	1.42E-20	]	5.60E-08	[	1.53E-77	8.11E-47	6.86E-19	8.41E-16	6.31E-11	2.44E-09	6.69E-09	1.98E-08	2.71E-08	]	1.54E-06	[	5.90E-72	5.78E-43	4.97E-11	1.54E-06	]	1.00E+00
3.34E+01	1.48E-06	1.03E-20	[	5.12E-59	5.70E-42	1.09E-25	1.03E-20	]	5.05E-08	[	5.86E-78	4.02E-47	5.02E-19	6.50E-16	5.36E-11	2.14E-09	5.96E-09	1.78E-08	2.45E-08	]	1.43E-06	[	2.35E-72	3.04E-43	4.25E-11	1.43E-06	]	1.00E+00
3.36E+01	1.37E-06	7.48E-21	[	2.28E-59	3.04E-42	7.27E-26	7.48E-21	]	4.54E-08	[	2.24E-78	1.99E-47	3.67E-19	5.02E-16	4.55E-11	1.88E-09	5.31E-09	1.60E-08	2.22E-08	]	1.32E-06	[	9.39E-73	1.60E-43	3.64E-11	1.32E-06	]	1.00E+00
3.37E+01	1.27E-06	5.42E-21	[	1.01E-59	1.62E-42	4.85E-26	5.42E-21	]	4.09E-08	[	8.55E-79	9.83E-48	2.68E-19	3.88E-16	3.86E-11	1.65E-09	4.73E-09	1.44E-08	2.01E-08	]	1.23E-06	[	3.74E-73	8.40E-44	3.11E-11	1.23E-06	]	1.00E+00
3.38E+01	1.17E-06	3.93E-21	[	4.49E-60	8.60E-43	3.23E-26	3.93E-21	]	3.68E-08	[	3.26E-79	4.85E-48	1.95E-19	2.99E-16	3.27E-11	1.45E-09	4.21E-09	1.29E-08	1.82E-08	]	1.14E-06	[	1.49E-73	4.40E-44	2.66E-11	1.14E-06	]	1.00E+00
3.39E+01	1.09E-06	2.84E-21	[	1.99E-60	4.57E-43	2.15E-26	2.84E-21	]	3.31E-08	[	1.24E-79	2.39E-48	1.42E-19	2.30E-16	2.77E-11	1.27E-09	3.74E-09	1.16E-08	1.65E-08	]	1.05E-06	[	5.92E-74	2.30E-44	2.27E-11	1.05E-06	]	1.00E+00
3.40E+01	1.00E-06	2.05E-21	[	8.79E-61	2.42E-43	1.43E-26	2.05E-21	]	2.98E-08	[	4.73E-80	1.18E-48	1.03E-19	1.77E-16	2.35E-11	1.11E-09	3.32E-09	1.04E-08	1.49E-08	]	9.74E-07	[	2.35E-74	1.20E-44	1.94E-11	9.74E-07	]	1.00E+00
3.41E+01	9.28E-07	1.48E-21	[	3.88E-61	1.28E-43	9.50E-27	1.48E-21	]	2.68E-08	[	1.80E-80	5.78E-49	7.51E-20	1.36E-16	1.99E-11	9.71E-10	2.95E-09	9.36E-09	1.35E-08	]	9.01E-07	[	9.34E-75	6.28E-45	1.65E-11	9.01E-07	]	1.00E+00
3.42E+01	8.58E-07	1.06E-21	[	1.71E-61	6.77E-44	6.30E-27	1.06E-21	]	2.40E-08	[	6.84E-81	2.84E-49	5.45E-20	1.04E-16	1.68E-11	8.49E-10	2.62E-09	8.39E-09	1.22E-08	]	8.34E-07	[	3.70E-75	3.27E-45	1.41E-11	8.34E-07	]	1.00E+00
3.43E+01	7.93E-07	7.66E-22	[	7.55E-62	3.58E-44	4.17E-27	7.66E-22	]	2.16E-08	[	2.60E-81	1.39E-49	3.95E-20	8.01E-17	1.42E-11	7.42E-10	2.33E-09	7.53E-09	1.10E-08	]	7.71E-07	[	1.47E-75	1.70E-45	1.20E-11	7.71E-07	]	1.00E+00
3.45E+01	7.32E-07	5.51E-22	[	3.32E-62	1.88E-44	2.76E-27	5.51E-22	]	1.94E-08	[	9.85E-82	6.79E-50	2.86E-20	6.14E-17	1.20E-11	6.48E-10	2.06E-09	6.74E-09	9.91E-09	]	7.13E-07	[	5.80E-76	8.83E-46	1.02E-11	7.13E-07	]	1.00E+00
3.46E+01	6.76E-07	3.95E-22	[	1.46E-62	9.91E-45	1.82E-27	3.95E-22	]	1.74E-08	[	3.73E-82	3.32E-50	2.07E-20	4.70E-17	1.01E-11	5.66E-10	1.83E-09	6.04E-09	8.94E-09	]	6.59E-07	[	2.29E-76	4.58E-46	8.71E-12	6.59E-07	]	1.00E+00
3.47E+01	6.25E-07	2.84E-22	[	6.41E-63	5.21E-45	1.20E-27	2.84E-22	]	1.56E-08	[	1.41E-82	1.62E-50	1.49E-20	3.59E-17	8.53E-12	4.94E-10	1.62E-09	5.41E-09	8.06E-09	]	6.09E-07	[	9.05E-77	2.37E-46	7.41E-12	6.09E-07	]	1.00E+00
3.48E+01	5.77E-07	2.03E-22	[	2.81E-63	2.73E-45	7.91E-28	2.03E-22	]	1.40E-08	[	5.35E-83	7.88E-51	1.08E-20	2.75E-17	7.19E-12	4.31E-10	1.43E-09	4.84E-09	7.27E-09	]	5.63E-07	[	3.57E-77	1.23E-46	6.30E-12	5.63E-07	]	1.00E+00
3.49E+01	5.32E-07	1.45E-22	[	1.23E-63	1.43E-45	5.20E-28	1.45E-22	]	1.25E-08	[	2.02E-83	3.83E-51	7.78E-21	2.10E-17	6.05E-12	3.76E-10	1.27E-09	4.33E-09	6.55E-09	]	5.20E-07	[	1.41E-77	6.33E-47	5.35E-12	5.20E-07	]	1.00E+00
3.50E+01	4.91E-07	1.04E-22	[	5.38E-64	7.49E-46	3.42E-28	1.04E-22	]	1.12E-08	[	7.64E-84	1.86E-51	5.60E-21	1.60E-17	5.09E-12	3.27E-10	1.12E-09	3.87E-09	5.90E-09	]	4.80E-07	[	5.54E-78	3.26E-47	4.54E-12	4.80E-07	]	1.00E+00
3.51E+01	4.53E-07	7.41E-23	[	2.35E-64	3.91E-46	2.24E-28	7.41E-23	]	1.01E-08	[	2.88E-84	9.03E-52	4.03E-21	1.22E-17	4.28E-12	2.85E-10	9.92E-10	3.46E-09	5.31E-09	]	4.43E-07	[	2.18E-78	1.68E-47	3.86E-12	4.43E-07	]	1.00E+00
3.53E+01	4.18E-07	5.29E-23	[	1.02E-64	2.04E-46	1.47E-28	5.29E-23	]	9.00E-09	[	1.09E-84	4.37E-52	2.89E-21	9.26E-18	3.60E-12	2.48E-10	8.76E-10	3.09E-09	4.78E-09	]	4.09E-07	[	8.55E-79	8.62E-48	3.27E-12	4.09E-07	]	1.00E+00
3.54E+01	3.85E-07	3.76E-23	[	4.46E-65	1.06E-46	9.62E-29	3.76E-23	]	8.05E-09	[	4.10E-85	2.11E-52	2.08E-21	7.04E-18	3.02E-12	2.16E-10	7.74E-10	2.76E-09	4.30E-09	]	3.77E-07	[	3.36E-79	4.42E-48	2.77E-12	3.77E-07	]	1.00E+00
3.55E+01	3.55E-07	2.68E-23	[	1.94E-65	5.53E-47	6.29E-29	2.68E-23	]	7.20E-09	[	1.54E-85	1.02E-52	1.49E-21	5.35E-18	2.54E-12	1.87E-10	6.83E-10	2.46E-09	3.86E-09	]	3.48E-07	[	1.32E-79	2.27E-48	2.35E-12	3.48E-07	]	1.00E+00
3.56E+01	3.27E-07	1.90E-23	[	8.44E-66	2.87E-47	4.11E-29	1.90E-23	]	6.44E-09	[	5.80E-86	4.92E-53	1.07E-21	4.06E-18	2.13E-12	1.63E-10	6.02E-10	2.20E-09	3.47E-09	]	3.21E-07	[	5.16E-80	1.16E-48	1.99E-12	3.21E-07	]	1.00E+00
3.57E+01	3.02E-07	1.35E-23	[	3.66E-66	1.49E-47	2.68E-29	1.35E-23	]	5.75E-09	[	2.18E-86	2.37E-53	7.62E-22	3.08E-18	1.78E-12	1.41E-10	5.31E-10	1.96E-09	3.12E-09	]	2.96E-07	[	2.02E-80	5.92E-49	1.68E-12	2.96E-07	]	1.00E+00
3.58E+01	2.78E-07	9.58E-24	[	1.59E-66	7.71E-48	1.74E-29	9.58E-24	]	5.14E-09	[	8.19E-87	1.14E-53	5.45E-22	2.33E-18	1.49E-12	1.23E-10	4.68E-10	1.74E-09	2.80E-09	]	2.73E-07	[	7.89E-81	3.02E-49	1.42E-12	2.73E-07	]	1.00E+00
3.59E+01	2.56E-07	6.78E-24	[	6.88E-67	3.99E-48	1.13E-29	6.78E-24	]	4.59E-09	[	3.07E-87	5.47E-54	3.89E-22	1.76E-18	1.25E-12	1.06E-10	4.12E-10	1.55E-09	2.51E-09	]	2.51E-07	[	3.08E-81	1.54E-49	1.20E-12	2.51E-07	]	1.00E+00
3.60E+01	2.35E-07	4.80E-24	[	2.98E-67	2.06E-48	7.36E-30	4.80E-24	]	4.09E-09	[	1.15E-87	2.63E-54	2.77E-22	1.33E-18	1.04E-12	9.22E-11	3.63E-10	1.38E-09	2.25E-09	]	2.31E-07	[	1.20E-81	7.82E-50	1.02E-12	2.31E-07	]	1.00E+00
